ATC;NT;NAZEV;NAZEV_EN
R05CB08;N;DOMIODOL;DOMIODOL
R05CB09;N;LETOSTEIN;LETOSTEINE
R05CB10;N;MUKOLYTIKA, KOMBINACE;COMBINATIONS
R05CB11;N;STEPRONIN;STEPRONIN
R05CB13;N;DORNASA ALFA (DESOXYRIBONUKLEASA);DORNASE ALFA (DESOXYRIBONUCLEASE)
R05CB14;N;NELTENEXIN;NELTENEXINE
R05CB15;N;ERDOSTEIN;ERDOSTEINE
R05CB16;N;MANNITOL;MANNITOL
R05D;N;ANTITUSIKA, KROMĚ KOMBINACÍ S EXPEKTORANCII;COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DA;N;OPIOVÉ ALKALOIDY A DERIVÁTY;OPIUM ALKALOIDS AND DERIVATIVES
R05DA01;N;ETHYLMORFIN;ETHYLMORPHINE
R05DA03;N;HYDROKODON;HYDROCODONE
R05DA04;N;KODEIN;CODEINE
R05DA05;N;OPIOVÉ ALKALOIDY S MORFINEM;OPIUM ALKALOIDS WITH MORPHINE
R05DA06;N;NORMETHADON;NORMETHADONE
R05DA07;N;NOSKAPIN;NOSCAPINE
R05DA08;N;FOLKODIN;PHOLCODINE
R05DA09;N;DEXTROMETHORFAN;DEXTROMETHORPHAN
R05DA10;N;THEBAKON;THEBACON
R05DA11;N;DIMEMORFAN;DIMEMORFAN
R05DA12;N;ACETYLDIHYDROKODEIN;ACETYLDIHYDROCODEINE
R05DA20;N;OPIOVÉ ALKALOIDY A DERIVÁTY, KOMBINACE;COMBINATIONS
R05DB;N;JINÁ ANTITUSIKA;OTHER COUGH SUPPRESSANTS
R05DB01;N;BENZONATÁT;BENZONATATE
R05DB02;N;BENPROPERIN;BENPROPERINE
R05DB03;N;KLOBUTINOL;CLOBUTINOL
R05DB04;N;ISOAMINIL;ISOAMINILE
R05DB05;N;PENTOXYVERIN;PENTOXYVERINE
R05DB07;N;OXOLAMIN;OXOLAMINE
R05DB09;N;OXELADIN;OXELADIN
R05DB10;N;KLOFEDANOL;CLOFEDANOL
R05DB11;N;PIPAZETÁT;PIPAZETATE
R05DB12;N;BIBENZONIUM-BROMID;BIBENZONIUM BROMIDE
R05DB13;N;BUTAMIRÁT;BUTAMIRATE
R05DB14;N;FEDRILÁT;FEDRILATE
R05DB15;N;ZIPEPROL;ZIPEPROL
R05DB16;N;DIBUNÁT;DIBUNATE
R05DB17;N;DROXYPROPIN;DROXYPROPINE
R05DB18;N;PRENOXDIAZIN;PRENOXDIAZINE
R05DB19;N;DROPROPIZIN;DROPROPIZINE
R05DB20;N;JINÁ ANTITUSIKA, KOMBINACE;COMBINATIONS
R05DB21;N;KLOPERASTIN;CLOPERASTINE
R05DB22;N;MEPROTIXOL;MEPROTIXOL
R05DB23;N;PIPERIDION;PIPERIDIONE
R05DB24;N;TIPEPIDIN;TIPEPIDINE
R05DB25;N;MORKLOFON;MORCLOFONE
R05DB26;N;NEPINALON;NEPINALONE
R05DB27;N;LEVODROPROPIZIN;LEVODROPROPIZINE
R05DB28;N;DIMETHOXANÁT;DIMETHOXANATE
R05DB29;N;GEFAPIXANT;GEFAPIXANT
R05F;N;ANTITUSIKA A EXPEKTORANCIA, KOMBINACE;COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS
R05FA;N;OPIOVÉ DERIVÁTY A EXPEKTORANCIA;OPIUM DERIVATIVES AND EXPECTORANTS
R05FA01;N;OPIOVÉ DERIVÁTY A MUKOLYTIKA;OPIUM DERIVATIVES AND MUCOLYTICS
R05FA02;N;OPIOVÉ DERIVÁTY A EXPEKTORANCIA;OPIUM DERIVATIVES AND EXPECTORANTS
R05FB;N;JINÁ ANTITUSIKA A MUKOLYTIKA;OTHER COUGH SUPPRESSANTS AND EXPECTORANTS
R05FB01;N;ANTITUSIKA A MUKOLYTIKA;COUGH SUPPRESSANTS AND MUCOLYTICS
R05FB02;N;ANTITUSIKA A EXPEKTORANCIA;COUGH SUPPRESSANTS AND EXPECTORANTS
R05X;N;JINÁ LÉČIVA PROTI NACHLAZENÍ;OTHER COLD PREPARATIONS
R06;N;ANTIHISTAMINIKA PRO SYSTÉMOVOU APLIKACI;ANTIHISTAMINES FOR SYSTEMIC USE
R06A;N;ANTIHISTAMINIKA PRO SYSTÉMOVOU APLIKACI;ANTIHISTAMINES FOR SYSTEMIC USE
R06AA;N;AMINOALKYLÉTERY;AMINOALKYL ETHERS
R06AA01;N;BROMAZIN;BROMAZINE
R06AA02;N;DIFENHYDRAMIN;DIPHENHYDRAMINE
R06AA04;N;KLEMASTIN;CLEMASTINE
R06AA06;N;CHLORFENOXAMIN;CHLORPHENOXAMINE
R06AA07;N;DIFENYLPYRALIN;DIPHENYLPYRALINE
R06AA08;N;KARBINOXAMIN;CARBINOXAMINE
R06AA09;N;DOXYLAMIN;DOXYLAMINE
R06AA10;N;TRIMETHOBENZAMID;TRIMETHOBENZAMIDE
R06AA11;N;DIMENHYDRINÁT;DIMENHYDRINATE
R06AA52;N;DIFENHYDRAMIN, KOMBINACE;DIPHENHYDRAMINE, COMBINATIONS
R06AA54;N;KLEMASTIN, KOMBINACE;CLEMASTINE, COMBINATIONS
R06AA56;N;CHLORFENOXAMIN, KOMBINACE;CHLORPHENOXAMINE, COMBINATIONS
R06AA57;N;DIFENYLPYRALIN, KOMBINACE;DIPHENYLPYRALINE, COMBINATIONS
R06AA59;N;DOXYLAMIN, KOMBINACE;DOXYLAMINE, COMBINATIONS
R06AA61;N;DIMENHYDRINÁT, KOMBINACE;DIMENHYDRINATE, COMBINATIONS
R06AB;N;SUBSTITUOVANÉ ALKYLAMINY;SUBSTITUTED ALKYLAMINES
R06AB01;N;BROMFENIRAMIN;BROMPHENIRAMINE
R06AB02;N;DEXCHLORFENIRAMIN;DEXCHLORPHENIRAMINE
R06AB03;N;DIMETINDEN;DIMETINDENE
R06AB04;N;CHLORFENAMIN;CHLORPHENAMINE
R06AB05;N;FENIRAMIN;PHENIRAMINE
R06AB06;N;DEXBROMFENIRAMIN;DEXBROMPHENIRAMINE
R06AB07;N;TALASTIN;TALASTINE
R06AB51;N;BROMFENIRAMIN, KOMBINACE;BROMPHENIRAMINE, COMBINATIONS
R06AB52;N;DEXCHLORFENIRAMIN, KOMBINACE;DEXCHLORPHENIRAMINE, COMBINATIONS
R06AB54;N;CHLORFENIRAMIN, KOMBINACE;CHLORPHENAMINE, COMBINATIONS
R06AB56;N;DEXBROMFENIRAMIN, KOMBINACE;DEXBROMPHENIRAMINE, COMBINATIONS
R06AC;N;SUBSTITUOVANÉ ETHYLENDIAMINY;SUBSTITUTED ETHYLENE DIAMINES
R06AC01;N;MEPYRAMIN;MEPYRAMINE
R06AC02;N;HISTAPYRRODIN;HISTAPYRRODINE
R06AC03;N;CHLORPYRAMIN;CHLOROPYRAMINE
R06AC04;N;TRIPELENAMIN;TRIPELENNAMINE
R06AC05;N;METHAPYRILEN;METHAPYRILENE
R06AC06;N;THONZYLAMIN;THONZYLAMINE
R06AC52;N;HISTAPYRRODIN, KOMBINACE;HISTAPYRRODINE, COMBINATIONS
R06AC53;N;CHLORPYRAMIN, KOMBINACE;CHLOROPYRAMINE, COMBINATIONS
R06AD;N;FENOTHIAZINOVÉ DERIVÁTY;PHENOTHIAZINE DERIVATIVES
R06AD01;N;ALIMEMAZIN;ALIMEMAZINE
R06AD02;N;PROMETHAZIN;PROMETHAZINE
R06AD03;N;THIETHYLPERAZIN;THIETHYLPERAZINE
R06AD04;N;METHDILAZIN;METHDILAZINE
R06AD05;N;HYDROXYETHYLPROMETHAZIN;HYDROXYETHYLPROMETHAZINE
R06AD06;N;THIAZINAM;THIAZINAM
R06AD07;N;MECHITAZIN;MEQUITAZINE
R06AD08;N;OXOMEMAZIN;OXOMEMAZINE
R06AD09;N;ISOTHIPENDYL;ISOTHIPENDYL
R06AD52;N;PROMETHAZIN, KOMBINACE;PROMETHAZINE, COMBINATIONS
R06AD55;N;HYDROXYETHYLPROMETHAZIN, KOMBINACE;HYDROXYETHYLPROMETHAZINE, COMBINATIONS
R06AE;N;PIPERAZINOVÉ DERIVÁTY;PIPERAZINE DERIVATIVES
R06AE01;N;BUKLIZIN;BUCLIZINE
R06AE03;N;CYKLIZIN;CYCLIZINE
R06AE04;N;CHLORCYKLIZIN;CHLORCYCLIZINE
R06AE05;N;MEKLOZIN;MECLOZINE
R06AE06;N;OXATOMID;OXATOMIDE
R06AE07;N;CETIRIZIN;CETIRIZINE
R06AE09;N;LEVOCETIRIZIN;LEVOCETIRIZINE
R06AE51;N;BUKLIZIN, KOMBINACE;BUCLIZINE, COMBINATIONS
R06AE53;N;CYKLIZIN, KOMBINACE;CYCLIZINE, COMBINATIONS
R06AE55;N;MEKLOZIN, KOMBINACE;MECLOZINE, COMBINATIONS
R06AK;N;KOMBINACE ANTIHISTAMINIK PRO SYSTÉMOVOU APLIKACI;COMBINATIONS OF ANTIHISTAMINES
R06AX;N;JINÁ ANTIHISTAMINIKA PRO SYSTÉMOVOU APLIKACI;OTHER ANTIHISTAMINES FOR SYSTEMIC USE
R06AX01;N;BAMIPIN;BAMIPINE
R06AX02;N;CYPROHEPTADIN;CYPROHEPTADINE
R06AX03;N;THENALIDIN;THENALIDINE
R06AX04;N;FENINDAMIN;PHENINDAMINE
R06AX05;N;ANTAZOLIN;ANTAZOLINE
R06AX07;N;TRIPROLIDIN;TRIPROLIDINE
R06AX08;N;PYRROBUTAMIN;PYRROBUTAMINE
R06AX09;N;AZATADIN;AZATADINE
R06AX11;N;ASTEMIZOL;ASTEMIZOLE
R06AX12;N;TERFENADIN;TERFENADINE
R06AX13;N;LORATADIN;LORATADINE
R06AX15;N;MEBHYDROLIN;MEBHYDROLIN
R06AX16;N;DEPTROPIN;DEPTROPINE
R06AX17;N;KETOTIFEN;KETOTIFEN
R06AX18;N;AKRIVASTIN;ACRIVASTINE
R06AX19;N;AZELASTIN;AZELASTINE
R06AX21;N;TRITOKVALIN;TRITOQUALINE
R06AX22;N;EBASTIN;EBASTINE
R06AX23;N;PIMETHIXEN;PIMETHIXENE
R06AX24;N;EPINASTIN;EPINASTINE
R06AX25;N;MIZOLASTIN;MIZOLASTINE
R06AX26;N;FEXOFENADIN;FEXOFENADINE
R06AX27;N;DESLORATADIN;DESLORATADINE
R06AX28;N;RUPATADIN;RUPATADINE
R06AX29;N;BILASTIN;BILASTINE
R06AX31;N;KVIFENADIN;QUIFENADINE
R06AX32;N;SEKVIFENADIN;SEQUIFENADINE
R06AX53;N;THENALIDIN, KOMBINACE;THENALIDINE, COMBINATIONS
R06AX58;N;PYRROBUTAMIN, KOMBINACE;PYRROBUTAMINE, COMBINATIONS
R07;N;JINÁ LÉČIVA RESPIRAČNÍHO SYSTÉMU;OTHER RESPIRATORY SYSTEM PRODUCTS
R07A;N;JINÁ LÉČIVA RESPIRAČNÍHO SYSTÉMU;OTHER RESPIRATORY SYSTEM PRODUCTS
R07AA;N;PLICNÍ SURFAKTANTY;LUNG SURFACTANTS
R07AA01;N;KOLFOSCERIL-PALMITÁT;COLFOSCERIL PALMITATE
R07AA02;N;PŘÍRODNÍ FOSFOLIPIDY;NATURAL PHOSPHOLIPIDS
R07AA30;N;PLICNÍ SURFAKTANTY, KOMBINACE;COMBINATIONS
R07AB;N;DECHOVÁ STIMULANCIA;RESPIRATORY STIMULANTS
R07AB01;N;DOXAPRAM;DOXAPRAM
R07AB02;N;NIKETHAMID;NIKETHAMIDE
R07AB03;N;PENTETRAZOL;PENTETRAZOL
R07AB04;N;ETAMIVAN;ETAMIVAN
R07AB05;N;BEMEGRID;BEMEGRIDE
R07AB06;N;PRETKAMID;PRETHCAMIDE
R07AB07;N;ALMITRIN;ALMITRINE
R07AB08;N;DIMEFLIN;DIMEFLINE
R07AB09;N;MEPIXANOX;MEPIXANOX
R07AB52;N;NIKETHAMID, KOMBINACE;NIKETHAMIDE, COMBINATIONS
R07AB53;N;PENTETRAZOL, KOMBINACE;PENTETRAZOL, COMBINATIONS
R07AX;N;JINÁ LÉČIVA RESPIRAČNÍHO SYSTÉMU;OTHER RESPIRATORY SYSTEM PRODUCTS
R07AX01;N;OXID DUSNATÝ;NITRIC OXIDE
R07AX02;N;IVAKAFTOR;IVACAFTOR
R07AX30;N;IVAKAFTOR A LUMAKAFTOR;IVACAFTOR AND LUMACAFTOR
R07AX31;N;IVAKAFTOR A TEZAKAFTOR;IVACAFTOR AND TEZACAFTOR
R07AX32;N;IVAKAFTOR, TEZAKAFTOR A ELEXAKAFTOR;IVACAFTOR, TEZACAFTOR AND ELEXACAFTOR
S;N;SMYSLOVÉ ORGÁNY;SENSORY ORGANS
S01;N;OFTALMOLOGIKA;OPHTHALMOLOGICALS
S01A;N;ANTIINFEKTIVA;ANTIINFECTIVES
S01AA;N;ANTIBIOTIKA;ANTIBIOTICS
S01AA01;N;CHLORAMFENIKOL;CHLORAMPHENICOL
S01AA02;N;CHLORTETRACYKLIN;CHLORTETRACYCLINE
S01AA03;N;NEOMYCIN;NEOMYCIN
S01AA04;N;OXYTETRACYKLIN;OXYTETRACYCLINE
S01AA05;N;TYROTHRICIN;TYROTHRICIN
S01AA07;N;FRAMYCETIN;FRAMYCETIN
S01AA09;N;TETRACYKLIN;TETRACYCLINE
S01AA10;N;NATAMYCIN;NATAMYCIN
S01AA11;N;GENTAMICIN;GENTAMICIN
S01AA12;N;TOBRAMYCIN;TOBRAMYCIN
S01AA13;N;KYSELINA FUSIDOVÁ;FUSIDIC ACID
S01AA14;N;BENZYLPENICILIN;BENZYLPENICILLIN
S01AA15;N;DIHYDROSTREPTOMYCIN;DIHYDROSTREPTOMYCIN
S01AA16;N;RIFAMYCIN;RIFAMYCIN
S01AA17;N;ERYTHROMYCIN;ERYTHROMYCIN
S01AA18;N;POLYMYXIN B;POLYMYXIN B
S01AA19;N;AMPICILIN;AMPICILLIN
S01AA20;N;ANTIBIOTIKA V KOMBINACI S JINÝMI LÉČIVY;ANTIBIOTICS IN COMBINATION WITH OTHER DRUGS
S01AA21;N;AMIKACIN;AMIKACIN
S01AA22;N;MIKRONOMICIN;MICRONOMICIN
S01AA23;N;NETILMICIN;NETILMICIN
S01AA24;N;KANAMYCIN;KANAMYCIN
S01AA25;N;AZIDAMFENIKOL;AZIDAMFENICOL
S01AA26;N;AZITHROMYCIN;AZITHROMYCIN
S01AA27;N;CEFUROXIM;CEFUROXIME
S01AA28;N;VANKOMYCIN;VANCOMYCIN
S01AA29;N;DIBEKACIN;DIBEKACIN
S01AA30;N;KOMBINACE RŮZNÝCH ANTIBIOTIK;COMBINATIONS OF DIFFERENT ANTIBIOTICS
S01AA31;N;CEFMENOXIM;CEFMENOXIME
S01AB;N;SULFONAMIDY;SULFONAMIDES
S01AB01;N;SULFAMETHIZOL;SULFAMETHIZOLE
S01AB02;N;SULFAFURAZOL;SULFAFURAZOLE
S01AB03;N;SULFADIKRAMID;SULFADICRAMIDE
S01AB04;N;SULFACETAMID;SULFACETAMIDE
S01AB05;N;SULFAFENAZOL;SULFAFENAZOL
S01AD;N;VIROSTATIKA;ANTIVIRALS
S01AD01;N;IDOXURIDIN;IDOXURIDINE
S01AD02;N;TRIFLURIDIN;TRIFLURIDINE
S01AD03;N;ACIKLOVIR;ACICLOVIR
S01AD05;N;INTERFERON;INTERFERON
S01AD06;N;VIDARABIN;VIDARABINE
S01AD07;N;FAMCIKLOVIR;FAMCICLOVIR
S01AD08;N;FOMIVIRSEN;FOMIVIRSEN
S01AD09;N;GANCIKLOVIR;GANCICLOVIR
S01AE;N;FLUOROCHINOLONY;FLUOROQUINOLONES
S01AE01;N;OFLOXACIN;OFLOXACIN
S01AE02;N;NORFLOXACIN;NORFLOXACIN
S01AE03;N;CIPROFLOXACIN;CIPROFLOXACIN
S01AE04;N;LOMEFLOXACIN;LOMEFLOXACIN
S01AE05;N;LEVOFLOXACIN;LEVOFLOXACIN
S01AE06;N;GATIFLOXACIN;GATIFLOXACIN
S01AE07;N;MOXIFLOXACIN;MOXIFLOXACIN
S01AE08;N;BESIFLOXACIN;BESIFLOXACIN
S01AE09;N;TOSUFLOXACIN;TOSUFLOXACIN
S01AX;N;JINÁ ANTIINFEKTIVA;OTHER ANTIINFECTIVES
S01AX01;N;SLOUČENINY RTUTI;MERCURY COMPOUNDS
S01AX02;N;SLOUČENINY STŘÍBRA;SILVER COMPOUNDS
S01AX03;N;SLOUČENINY ZINKU;ZINC COMPOUNDS
S01AX04;N;NITROFURAL;NITROFURAL
S01AX05;N;BIBROKATHOL;BIBROCATHOL
S01AX06;N;RESORCINOL;RESORCINOL
S01AX07;N;TETRABORITAN SODNÝ;SODIUM BORATE
S01AX08;N;HEXAMIDIN;HEXAMIDINE
S01AX09;N;CHLORHEXIDIN;CHLORHEXIDINE
S01AX10;N;NATRIUM-PROPIONÁT;SODIUM PROPIONATE
S01AX14;N;DIBROMPROPAMIDIN;DIBROMPROPAMIDINE
S01AX15;N;PROPAMIDIN;PROPAMIDINE
S01AX16;N;PIKLOXYDIN;PICLOXYDINE
S01AX18;N;JODOVANÝ POVIDON;POVIDONE-IODINE
S01B;N;PROTIZÁNĚTLIVÁ LÉČIVA;ANTIINFLAMMATORY AGENTS
S01BA;N;KORTIKOSTEROIDY, SAMOTNÉ;CORTICOSTEROIDS, PLAIN
S01BA01;N;DEXAMETHASON;DEXAMETHASONE
S01BA02;N;HYDROKORTISON;HYDROCORTISONE
S01BA03;N;KORTISON;CORTISONE
S01BA04;N;PREDNISOLON;PREDNISOLONE
S01BA05;N;TRIAMCINOLON;TRIAMCINOLONE
S01BA06;N;BETAMETHASON;BETAMETHASONE
S01BA07;N;FLUORMETHOLON;FLUOROMETHOLONE
S01BA08;N;MEDRYSON;MEDRYSONE
S01BA09;N;KLOBETASON;CLOBETASONE
S01BA10;N;ALKLOMETASON;ALCLOMETASONE
S01BA11;N;DESONID;DESONIDE
S01BA12;N;FORMOKORTAL;FORMOCORTAL
S01BA13;N;RIMEXOLON;RIMEXOLONE
S01BA14;N;LOTEPREDNOL;LOTEPREDNOL
S01BA15;N;FLUOCINOLON-ACETONID;FLUOCINOLONE ACETONIDE
S01BB;N;KORTIKOSTEROIDY A MYDRIATIKA V KOMBINACI;CORTICOSTEROIDS AND MYDRIATICS IN COMBINATION
S01BB01;N;HYDROKORTISON A MYDRIATIKA;HYDROCORTISONE AND MYDRIATICS
S01BB02;N;PREDNISOLON A MYDRIATIKA;PREDNISOLONE AND MYDRIATICS
S01BB03;N;FLUORMETHOLON A MYDRIATIKA;FLUOROMETHOLONE AND MYDRIATICS
S01BB04;N;BETAMETHASON A MYDRIATIKA;BETAMETHASONE AND MYDRIATICS
S01BC;N;NESTEROIDNÍ PROTIZÁNĚTLIVÁ LÉČIVA;ANTIINFLAMMATORY AGENTS, NON-STEROIDS
S01BC01;N;INDOMETACIN;INDOMETACIN
S01BC02;N;OXYFENBUTAZON;OXYPHENBUTAZONE
S01BC03;N;DIKLOFENAK;DICLOFENAC
S01BC04;N;FLURBIPROFEN;FLURBIPROFEN
S01BC05;N;KETOROLAK;KETOROLAC
S01BC06;N;PIROXIKAM;PIROXICAM
S01BC07;N;BENDAZAK;BENDAZAC
S01BC08;N;KYSELINA SALICYLOVÁ;SALICYLIC ACID
S01BC09;N;PRANOPROFEN;PRANOPROFEN
S01BC10;N;NEPAFENAK;NEPAFENAC
S01BC11;N;BROMFENAK;BROMFENAC
S01C;N;PROTIZÁNĚTLIVÁ LÉČIVA A ANTIINFEKTIVA V KOMBINACI;ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION
S01CA;N;KORTIKOSTEROIDY A ANTIINFEKTIVA V KOMBINACI;CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S01CA01;N;DEXAMETHASON A ANTIINFEKTIVA;DEXAMETHASONE AND ANTIINFECTIVES
S01CA02;N;PREDNISOLON A ANTIINFEKTIVA;PREDNISOLONE AND ANTIINFECTIVES
S01CA03;N;HYDROKORTISON A ANTIINFEKTIVA;HYDROCORTISONE AND ANTIINFECTIVES
S01CA04;N;FLUOKORTOLON A ANTIINFEKTIVA;FLUOCORTOLONE AND ANTIINFECTIVES
S01CA05;N;BETAMETHASON A ANTIINFEKTIVA;BETAMETHASONE AND ANTIINFECTIVES
S01CA06;N;FLUDROKORTISON A ANTIINFEKTIVA;FLUDROCORTISONE AND ANTIINFECTIVES
S01CA07;N;FLUORMETHOLON A ANTIINFEKTIVA;FLUOROMETHOLONE AND ANTIINFECTIVES
S01CA08;N;METHYLPREDNISOLON A ANTIINFEKTIVA;METHYLPREDNISOLONE AND ANTIINFECTIVES
S01CA09;N;CHLORPREDNISON A ANTIINFEKTIVA;CHLOROPREDNISONE AND ANTIINFECTIVES
S01CA10;N;FLUOCINOLONACETONID A ANTIINFEKTIVA;FLUOCINOLONE ACETONIDE AND ANTIINFECTIVES
S01CA11;N;KLOBETASON A ANTIINFEKTIVA;CLOBETASONE AND ANTIINFECTIVES
S01CB;N;KORTIKOSTEROIDY, ANTIINFEKTIVA A MYDRIATIKA V KOMBINACI;CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION
S01CB01;N;DEXAMETHASON;DEXAMETHASONE
S01CB02;N;PREDNISOLON;PREDNISOLONE
S01CB03;N;HYDROKORTISON;HYDROCORTISONE
S01CB04;N;BETAMETHASON;BETAMETHASONE
S01CB05;N;FLUORMETHOLON;FLUOROMETHOLONE
S01CC;N;NESTEROIDNÍ PROTIZÁNĚTLIVÁ LÉČIVA A ANTIINFEKTIVA V KOMBINACI;ANTIINFLAMMATORY AGENTS, NON-STEROIDS AND ANTIINFECTIVES IN COMBINATION
S01CC01;N;DIKLOFENAK A ANTIINFEKTIVA;DICLOFENAC AND ANTIINFECTIVES
S01CC02;N;INDOMETACIN A ANTIINFEKTIVA;INDOMETACIN AND ANTIINFECTIVES
S01E;N;ANTIGLAUKOMATIKA A MIOTIKA;ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01EA;N;SYMPATOMIMETIKA PRO LÉČBU GLAUKOMU;SYMPATHOMIMETICS IN GLAUCOMA THERAPY
S01EA01;N;EPINEFRIN;EPINEPHRINE
S01EA02;N;DIPIVEFRIN;DIPIVEFRINE
S01EA03;N;APRAKLONIDIN;APRACLONIDINE
S01EA04;N;KLONIDIN;CLONIDINE
S01EA05;N;BRIMONIDIN;BRIMONIDINE
S01EA51;N;EPINEFRIN, KOMBINACE;EPINEPHRINE, COMBINATIONS
S01EB;N;PARASYMPATOMIMETIKA;PARASYMPATHOMIMETICS
S01EB01;N;PILOKARPIN;PILOCARPINE
S01EB02;N;KARBACHOL;CARBACHOL
S01EB03;N;EKOTHIOPÁT;ECOTHIOPATE
S01EB04;N;DEMEKARIUM;DEMECARIUM
S01EB05;N;FYSOSTIGMIN;PHYSOSTIGMINE
S01EB06;N;NEOSTIGMIN;NEOSTIGMINE
S01EB07;N;FLUOSTIGMIN;FLUOSTIGMINE
S01EB08;N;ACEKLIDIN;ACECLIDINE
S01EB09;N;ACETYLCHOLIN;ACETYLCHOLINE
S01EB10;N;PARAOXON;PARAOXON
S01EB51;N;PILOKARPIN, KOMBINACE;PILOCARPINE, COMBINATIONS
S01EB58;N;ACEKLIDIN, KOMBINACE;ACECLIDINE, COMBINATIONS
S01EC;N;INHIBITORY KARBOANHYDRASY;CARBONIC ANHYDRASE INHIBITORS
S01EC01;N;ACETAZOLAMID;ACETAZOLAMIDE
S01EC02;N;DIKLOFENAMID;DICLOFENAMIDE
S01EC03;N;DORZOLAMID;DORZOLAMIDE
S01EC04;N;BRINZOLAMID;BRINZOLAMIDE
S01EC05;N;METHAZOLAMID;METHAZOLAMIDE
S01EC54;N;BRINZOLAMID, KOMBINACE;BRINZOLAMIDE, COMBINATIONS
S01ED;N;BETA-BLOKÁTORY;BETA BLOCKING AGENTS
S01ED01;N;TIMOLOL;TIMOLOL
S01ED02;N;BETAXOLOL;BETAXOLOL
S01ED03;N;LEVOBUNOLOL;LEVOBUNOLOL
S01ED04;N;METIPRANOLOL;METIPRANOLOL
S01ED05;N;KARTEOLOL;CARTEOLOL
S01ED06;N;BEFUNOLOL;BEFUNOLOL
S01ED51;N;TIMOLOL, KOMBINACE;TIMOLOL, COMBINATIONS
S01ED52;N;BETAXOLOL, KOMBINACE;BETAXOLOL, COMBINATIONS
S01ED54;N;METIPRANOLOL, KOMBINACE;METIPRANOLOL, COMBINATIONS
S01ED55;N;KARTEOLOL, KOMBINCE;CARTEOLOL, COMBINATIONS
S01EE;N;ANALOGA PROSTAGLANDINŮ;PROSTAGLANDIN ANALOGUES
S01EE01;N;LATANOPROST;LATANOPROST
S01EE02;N;UNOPROSTON;UNOPROSTONE
S01EE03;N;BIMATOPROST;BIMATOPROST
S01EE04;N;TRAVOPROST;TRAVOPROST
S01EE05;N;TAFLUPROST;TAFLUPROST
S01EE06;N;LATANOPROSTEN-BUNOD;LATANOPROSTENE BUNOD
S01EE51;N;LATANOPROST A NETARSUDIL;LATANOPROST AND NETARSUDIL
S01EX;N;JINÁ ANTIGLAUKOMATIKA;OTHER ANTIGLAUCOMA PREPARATIONS
S01EX01;N;GUANETHIDIN;GUANETHIDINE
S01EX02;N;DAPIPRAZOL;DAPIPRAZOLE
S01EX05;N;NETARSUDIL;NETARSUDIL
S01EX06;N;OMIDENEPAG;OMIDENEPAG
S01EX07;N;RIPASUDIL;RIPASUDIL
S01F;N;MYDRIATIKA A CYKLOPLEGIKA;MYDRIATICS AND CYCLOPLEGICS
S01FA;N;ANTICHOLINERGIKA;ANTICHOLINERGICS
S01FA01;N;ATROPIN;ATROPINE
S01FA02;N;SKOPOLAMIN;SCOPOLAMINE
S01FA03;N;METHYLSKOPOLAMIN;METHYLSCOPOLAMINE
S01FA04;N;CYKLOPENTOLÁT;CYCLOPENTOLATE
S01FA05;N;HOMATROPIN;HOMATROPINE
S01FA06;N;TROPIKAMID;TROPICAMIDE
S01FA54;N;CYKLOPENTOLÁT, KOMBINACE;CYCLOPENTOLATE, COMBINATIONS
S01FA56;N;TROPIKAMID, KOMBINACE;TROPICAMIDE, COMBINATIONS
S01FB;N;SYMPATOMIMETIKA, KROMĚ ANTIGLAUKOMATIK;SYMPATHOMIMETICS EXCL. ANTIGLAUCOMA PREPARATIONS
S01FB01;N;FENYLEFRIN;PHENYLEPHRINE
S01FB02;N;EFEDRIN;EPHEDRINE
S01FB03;N;IBOPAMIN;IBOPAMINE
S01FB51;N;FENYLEFRIN A KETOROLAK;PHENYLEPHRINE AND KETOROLAC
S01G;N;DEKONGESČNÍ LÉČIVA A ANTIALERGIKA;DECONGESTANTS AND ANTIALLERGICS
S01GA;N;SYMPATOMIMETIKA POUŽÍVANÁ JAKO DEKONGESČNÍ LÉČIVA;SYMPATHOMIMETICS USED AS DECONGESTANTS
S01GA01;N;NAFAZOLIN;NAPHAZOLINE
S01GA02;N;TETRYZOLIN;TETRYZOLINE
S01GA03;N;XYLOMETAZOLIN;XYLOMETAZOLINE
S01GA04;N;OXYMETAZOLIN;OXYMETAZOLINE
S01GA05;N;FENYLEFRIN;PHENYLEPHRINE
S01GA06;N;OXEDRIN;OXEDRINE
S01GA07;N;BRIMONIDIN;BRIMONIDINE
S01GA51;N;NAFAZOLIN, KOMBINACE;NAPHAZOLINE, COMBINATIONS
S01GA52;N;TETRYZOLIN, KOMBINACE;TETRYZOLINE, COMBINATIONS
S01GA53;N;XYLOMETAZOLIN, KOMBINACE;XYLOMETAZOLINE, COMBINATIONS
S01GA55;N;FENYLEFRIN, KOMBINACE;PHENYLEPHRINE, COMBINATIONS
S01GA56;N;OXEDRIN, KOMBINACE;OXEDRINE, COMBINATIONS
